time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-21 00:00:00+00:00,97,17,89,24
2023-10-22 00:00:00+00:00,151,25,75,18
2023-10-23 00:00:00+00:00,51,11,60,31
2023-10-24 00:00:00+00:00,130,12,197,42
2023-10-25 00:00:00+00:00,291,24,112,39
2023-10-26 00:00:00+00:00,303,15,74,36
2023-10-27 00:00:00+00:00,933,107,230,51
2023-10-28 00:00:00+00:00,20,14,124,53
2023-10-29 00:00:00+00:00,9,5,72,40
2023-10-30 00:00:00+00:00,42,15,102,55
2023-10-31 00:00:00+00:00,61,13,81,47
2023-11-01 00:00:00+00:00,68,7,86,42
2023-11-02 00:00:00+00:00,77,20,142,47
2023-11-03 00:00:00+00:00,44,17,120,43
