referrer,views_total,views_unique
github.com,37,15
Google,21,10
instill.tech,16,8
mail.google.com,14,4
l.facebook.com,11,6
forms.clickup.com,9,7
t.co,5,3
blog.instill.tech,3,2
medium.com,1,1
mail.yeah.net,1,1
