referrer,views_total,views_unique
github.com,272,53
facebook.com,64,51
forms.clickup.com,52,7
Google,46,16
l.facebook.com,19,15
m.facebook.com,9,9
linkedin.com,9,5
instill.tech,8,6
demo.instill.tech,7,1
mail.google.com,6,1
