referrer,views_total,views_unique
github.com,215,48
facebook.com,98,74
forms.clickup.com,53,7
Google,34,14
l.facebook.com,10,8
linkedin.com,8,4
demo.instill.tech,7,1
instill.tech,6,5
mail.google.com,6,1
m.facebook.com,5,5
