referrer,views_total,views_unique
github.com,81,46
Google,65,20
instill.tech,33,6
medium.com,27,1
com.google.android.gm,10,9
facebook.com,10,8
mail.qq.com,1,1
discuss.airbyte.io,1,1
qiye.aliyun.com,1,1
mail.google.com,1,1
