referrer,views_total,views_unique
github.com,224,55
Google,36,16
youtube.com,16,5
facebook.com,12,12
m.facebook.com,8,2
linkedin.com,4,3
Bing,4,2
l.facebook.com,3,3
instill.tech,3,3
lm.facebook.com,2,2
