time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-23 00:00:00+00:00,213,82,452,14
2023-06-24 00:00:00+00:00,275,124,39,11
2023-06-25 00:00:00+00:00,270,112,16,6
2023-06-26 00:00:00+00:00,296,135,98,16
2023-06-27 00:00:00+00:00,252,72,51,12
2023-06-28 00:00:00+00:00,156,25,54,7
2023-06-29 00:00:00+00:00,183,82,14,5
2023-06-30 00:00:00+00:00,288,77,28,12
2023-07-01 00:00:00+00:00,118,51,33,12
2023-07-02 00:00:00+00:00,77,39,17,6
2023-07-03 00:00:00+00:00,139,43,75,15
2023-07-04 00:00:00+00:00,322,106,171,15
2023-07-05 00:00:00+00:00,513,143,103,12
2023-07-06 00:00:00+00:00,513,148,52,6
