referrer,views_total,views_unique
github.com,259,67
instill.tech,33,4
forms.clickup.com,31,6
Google,29,20
mail.google.com,14,1
com.google.android.gm,9,7
crowd.mailchimp.com,4,2
m.facebook.com,3,2
mail.zoho.com,2,1
workona.com,1,1
