referrer,views_total,views_unique
github.com,136,61
Google,78,20
instill.tech,31,6
medium.com,27,1
com.google.android.gm,24,15
facebook.com,5,5
wx.mail.qq.com,3,2
forms.clickup.com,2,2
m.facebook.com,2,1
l.facebook.com,1,1
