referrer,views_total,views_unique
github.com,149,91
com.google.android.gm,127,68
mail.google.com,82,58
Google,51,23
mail.qq.com,29,19
mail.163.com,13,7
instill.tech,13,3
mail.zju.edu.cn,11,1
medium.com,8,5
indiehackers.com,7,2
