referrer,views_total,views_unique
forms.clickup.com,91,7
github.com,65,46
instill.tech,30,8
Google,29,20
com.google.android.gm,23,8
facebook.com,6,5
t.co,2,2
exmail.qq.com,2,2
mail.qq.com,2,2
edgeservices.bing.com,2,1
