url_path,views_total,views_unique
/instill-ai/instill-core,500,303
/instill-ai/instill-core/tree/main/charts/core,42,11
/instill-ai/instill-core/pulls,41,16
/instill-ai/instill-core/tree/main/model-hub,33,13
/instill-ai/instill-core/blob/main/charts/core/values.yaml,28,2
/instill-ai/instill-core/tree/main/configs,27,6
/instill-ai/instill-core/blob/main/README.md,22,7
/instill-ai/instill-core/tree/main/charts/core/templates,21,2
/instill-ai/instill-core/tree/main/release-please,19,5
/instill-ai/instill-core/blob/main/model-hub/model_hub_gpu.json,18,8
