referrer,views_total,views_unique
github.com,97,43
forms.clickup.com,8,7
Google,4,4
mail.google.com,4,3
youtube.com,4,1
instill.tech,2,2
hntrending.com,1,1
m1.mail.sina.com.cn,1,1
awesomeopensource.com,1,1
summerbud.org,1,1
