url_path,views_total,views_unique
/instill-ai/instill-core,461,268
/instill-ai/instill-core/tree/main/charts/core,91,15
/instill-ai/instill-core/pulls,67,12
/instill-ai/instill-core/commits/main,52,6
/instill-ai/instill-core/tree/main/release-please,49,9
/instill-ai/instill-core/tree/main/charts/core/templates,41,6
/instill-ai/instill-core/blob/main/charts/core/values.yaml,40,3
/instill-ai/instill-core/blob/heiru/INS-3983/charts/core/values.yaml,34,1
/instill-ai/instill-core/tree/main/model-hub,31,9
/instill-ai/instill-core/actions,30,6
