referrer,views_total,views_unique
medium.com,257,178
stackshare.io,130,94
github.com,98,43
Google,90,49
indiehackers.com,50,19
t.co,20,17
m.facebook.com,18,17
l.facebook.com,13,10
DuckDuckGo,12,2
news.ycombinator.com,11,8
