time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-27 00:00:00+00:00,60,26,64,45
2024-02-28 00:00:00+00:00,107,19,67,41
2024-02-29 00:00:00+00:00,220,60,127,48
2024-03-01 00:00:00+00:00,331,21,205,41
2024-03-02 00:00:00+00:00,59,13,60,26
2024-03-03 00:00:00+00:00,44,13,51,35
2024-03-04 00:00:00+00:00,33,8,185,61
2024-03-05 00:00:00+00:00,256,29,244,48
2024-03-06 00:00:00+00:00,33,16,89,43
2024-03-07 00:00:00+00:00,95,70,72,25
2024-03-08 00:00:00+00:00,44,15,80,41
2024-03-09 00:00:00+00:00,16,11,46,22
2024-03-10 00:00:00+00:00,131,26,103,24
2024-03-11 00:00:00+00:00,172,9,52,25
