url_path,views_total,views_unique
/instill-ai/instill-core,476,317
/instill-ai/instill-core/tree/main/charts/core,54,9
/instill-ai/instill-core/commits/main,43,4
/instill-ai/instill-core/tree/main/charts/core/templates,27,3
/instill-ai/instill-core/blob/main/CHANGELOG.md,27,1
/instill-ai/instill-core/blob/main/charts/core/values.yaml,26,2
/instill-ai/instill-core/pulls,22,14
/instill-ai/instill-core/tree/main/release-please,22,5
/instill-ai/instill-core/blob/main/LICENSE,20,7
/instill-ai/instill-core/blob/main/.env,17,4
