time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-21 00:00:00+00:00,134.0,55.0,145,18
2023-07-22 00:00:00+00:00,175.0,76.0,15,9
2023-07-23 00:00:00+00:00,215.0,88.0,11,9
2023-07-24 00:00:00+00:00,164.0,80.0,96,25
2023-07-25 00:00:00+00:00,32.0,25.0,77,24
2023-07-26 00:00:00+00:00,87.0,42.0,97,22
2023-07-27 00:00:00+00:00,128.0,61.0,121,19
2023-07-28 00:00:00+00:00,32.0,22.0,143,10
2023-07-29 00:00:00+00:00,,,10,9
2023-07-30 00:00:00+00:00,1.0,1.0,33,13
2023-07-31 00:00:00+00:00,19.0,10.0,154,23
2023-08-01 00:00:00+00:00,80.0,9.0,120,13
2023-08-02 00:00:00+00:00,94.0,17.0,81,20
2023-08-03 00:00:00+00:00,251.0,17.0,32,9
