referrer,views_total,views_unique
github.com,191,101
com.google.android.gm,104,67
mail.google.com,101,67
Google,57,26
mail.qq.com,33,23
news.ycombinator.com,21,20
intranet.younetco.com,20,1
mail.163.com,16,9
instill.tech,16,6
mail.zju.edu.cn,11,1
