referrer,views_total,views_unique
github.com,38,21
t.co,25,3
forms.clickup.com,14,8
Google,8,4
mail.google.com,4,3
linkedin.com,4,1
instill.tech,2,2
tezign.feishu.cn,2,1
libhunt.com,2,1
l.facebook.com,1,1
