referrer,views_total,views_unique
github.com,75,26
instill.tech,10,2
indiehackers.com,6,4
lm.facebook.com,4,4
Google,4,3
t.co,4,2
m.facebook.com,3,2
l.facebook.com,3,1
facebook.com,2,2
linkedin.com,1,1
