referrer,views_total,views_unique
github.com,140,38
m.facebook.com,46,36
Google,34,18
l.facebook.com,23,17
instill.tech,20,11
lm.facebook.com,16,10
facebook.com,16,8
linkedin.com,15,13
forms.clickup.com,10,7
statics.teams.cdn.office.net,6,3
