referrer,views_total,views_unique
github.com,107,42
Google,35,14
com.google.android.gm,20,8
facebook.com,13,1
libhunt.com,7,1
instill.tech,6,4
l.facebook.com,4,3
forms.clickup.com,3,2
wx.mail.qq.com,3,2
m.facebook.com,2,1
