referrer,views_total,views_unique
github.com,268,43
Google,17,13
forms.clickup.com,8,5
linkedin.com,6,2
instill.tech,5,4
facebook.com,2,2
awesomeopensource.com,1,1
stackshare.io,1,1
mail.google.com,1,1
l.facebook.com,1,1
