referrer,views_total,views_unique
medium.com,248,175
github.com,90,40
stackshare.io,78,59
Google,70,42
indiehackers.com,53,18
t.co,19,16
m.facebook.com,15,14
DuckDuckGo,12,2
l.facebook.com,11,8
instill.tech,10,6
