time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-14 00:00:00+00:00,50,12,56,33
2023-11-15 00:00:00+00:00,66,8,58,26
2023-11-16 00:00:00+00:00,46,9,294,32
2023-11-17 00:00:00+00:00,49,7,30,23
2023-11-18 00:00:00+00:00,3,3,31,13
2023-11-19 00:00:00+00:00,11,3,15,11
2023-11-20 00:00:00+00:00,81,14,43,22
2023-11-21 00:00:00+00:00,123,12,35,19
2023-11-22 00:00:00+00:00,125,16,80,18
2023-11-23 00:00:00+00:00,127,18,57,15
2023-11-24 00:00:00+00:00,138,6,17,10
2023-11-25 00:00:00+00:00,17,15,18,12
2023-11-26 00:00:00+00:00,41,8,29,20
2023-11-27 00:00:00+00:00,68,14,112,45
