time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-08 00:00:00+00:00,250,16,255,48
2024-04-09 00:00:00+00:00,211,17,412,48
2024-04-10 00:00:00+00:00,98,11,94,30
2024-04-11 00:00:00+00:00,65,4,219,35
2024-04-12 00:00:00+00:00,267,33,119,32
2024-04-13 00:00:00+00:00,14,9,48,22
2024-04-14 00:00:00+00:00,29,11,34,20
2024-04-15 00:00:00+00:00,99,5,359,42
2024-04-16 00:00:00+00:00,23,6,57,29
2024-04-17 00:00:00+00:00,85,11,42,25
2024-04-18 00:00:00+00:00,310,18,96,43
2024-04-19 00:00:00+00:00,90,13,59,39
2024-04-20 00:00:00+00:00,12,6,57,34
2024-04-21 00:00:00+00:00,26,4,36,22
