referrer,views_total,views_unique
github.com,176,51
Google,37,20
m.facebook.com,12,6
facebook.com,10,10
instill.tech,10,3
l.facebook.com,6,5
mail.qq.com,6,1
linkedin.com,5,4
Bing,5,2
lm.facebook.com,2,2
