time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-26 00:00:00+00:00,303,15,74,36
2023-10-27 00:00:00+00:00,933,107,230,51
2023-10-28 00:00:00+00:00,20,14,124,53
2023-10-29 00:00:00+00:00,9,5,72,40
2023-10-30 00:00:00+00:00,42,15,102,55
2023-10-31 00:00:00+00:00,61,13,81,47
2023-11-01 00:00:00+00:00,68,7,86,42
2023-11-02 00:00:00+00:00,77,20,142,47
2023-11-03 00:00:00+00:00,44,17,145,47
2023-11-04 00:00:00+00:00,6,5,76,23
2023-11-05 00:00:00+00:00,40,8,40,24
2023-11-06 00:00:00+00:00,127,24,63,35
2023-11-07 00:00:00+00:00,62,11,61,24
2023-11-08 00:00:00+00:00,83,9,49,26
