referrer,views_total,views_unique
medium.com,252,170
stackshare.io,204,143
github.com,85,39
Google,84,47
news.ycombinator.com,35,17
t.co,20,17
m.facebook.com,19,18
indiehackers.com,15,14
facebook.com,14,14
l.facebook.com,14,11
