time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-27 00:00:00+00:00,64,4,83,27
2024-03-28 00:00:00+00:00,124,6,112,28
2024-03-29 00:00:00+00:00,58,7,58,33
2024-03-30 00:00:00+00:00,34,2,37,27
2024-03-31 00:00:00+00:00,17,5,77,21
2024-04-01 00:00:00+00:00,116,10,378,46
2024-04-02 00:00:00+00:00,141,12,119,21
2024-04-03 00:00:00+00:00,74,5,130,25
2024-04-04 00:00:00+00:00,13,2,126,25
2024-04-05 00:00:00+00:00,10,4,110,22
2024-04-06 00:00:00+00:00,5,4,24,13
2024-04-07 00:00:00+00:00,25,16,34,21
2024-04-08 00:00:00+00:00,250,16,255,48
2024-04-09 00:00:00+00:00,210,17,407,46
