referrer,views_total,views_unique
github.com,185,78
Google,23,16
com.google.android.gm,15,10
instill.tech,12,3
m.facebook.com,6,3
mail.qq.com,3,3
facebook.com,2,2
star-history.com,2,1
bgithub.xyz,2,1
l.facebook.com,1,1
