referrer,views_total,views_unique
github.com,35,14
t.co,26,4
Google,19,8
mail.google.com,15,4
forms.clickup.com,11,7
l.facebook.com,8,5
instill.tech,8,5
linkedin.com,5,2
blog.instill.tech,3,2
medium.com,1,1
