referrer,views_total,views_unique
github.com,61,35
Google,50,20
instill.tech,30,12
m.facebook.com,28,24
forms.clickup.com,22,15
l.facebook.com,21,17
lm.facebook.com,21,13
mail.google.com,16,10
facebook.com,4,4
linkedin.com,4,3
