referrer,views_total,views_unique
github.com,247,41
Google,41,18
instill.tech,5,3
forms.clickup.com,4,4
facebook.com,2,2
l.facebook.com,2,1
buf.build,1,1
mail.google.com,1,1
workona.com,1,1
DuckDuckGo,1,1
