url_path,views_total,views_unique
/instill-ai/instill-core,486,284
/instill-ai/instill-core/pulls,80,17
/instill-ai/instill-core/tree/main/charts/core,53,14
/instill-ai/instill-core/tree/main/release-please,44,6
/instill-ai/instill-core/tree/main/model-hub,42,16
/instill-ai/instill-core/tree/main/configs,22,6
/instill-ai/instill-core/blob/main/charts/core/values.yaml,22,2
/instill-ai/instill-core/blob/main/docker-compose.yml,21,7
/instill-ai/instill-core/tree/main/.github,20,6
/instill-ai/instill-core/actions,20,5
