referrer,views_total,views_unique
github.com,129,56
Google,72,16
com.google.android.gm,27,14
medium.com,27,1
instill.tech,26,4
facebook.com,5,5
forms.clickup.com,4,3
l.facebook.com,3,2
wx.mail.qq.com,3,2
m.facebook.com,2,1
