referrer,views_total,views_unique
github.com,165,57
Google,42,13
linkedin.com,10,5
forms.clickup.com,9,6
instill.tech,9,5
com.linkedin.android,5,3
m.facebook.com,4,2
facebook.com,1,1
yandex.ru,1,1
stackshare.io,1,1
