referrer,views_total,views_unique
github.com,172,105
com.google.android.gm,139,75
mail.google.com,88,63
Google,63,26
mail.qq.com,34,24
instill.tech,17,6
mail.163.com,14,8
mail.zju.edu.cn,11,1
medium.com,6,4
indiehackers.com,6,1
