url_path,views_total,views_unique
/instill-ai/instill-core,494,281
/instill-ai/instill-core/pulls,107,16
/instill-ai/instill-core/tree/main/charts/core,97,16
/instill-ai/instill-core/tree/main/release-please,89,12
/instill-ai/instill-core/commits/main,56,8
/instill-ai/instill-core/blob/main/charts/core/values.yaml,44,3
/instill-ai/instill-core/tree/main/charts/core/templates,43,6
/instill-ai/instill-core/actions,39,7
/instill-ai/instill-core/tree/main/model-hub,38,10
/instill-ai/instill-core/blob/heiru/INS-3983/charts/core/values.yaml,38,1
