referrer,views_total,views_unique
github.com,78,23
news.ycombinator.com,66,46
instill.tech,10,2
facebook.com,7,7
Google,7,5
indiehackers.com,6,4
m.facebook.com,5,4
lm.facebook.com,4,4
l.facebook.com,3,1
hn.algolia.com,3,1
