referrer,views_total,views_unique
github.com,233,116
mail.google.com,119,78
com.google.android.gm,110,63
Google,63,27
mail.qq.com,33,31
news.ycombinator.com,24,22
intranet.younetco.com,20,1
mail.163.com,17,10
instill.tech,9,6
indiehackers.com,6,1
