time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-21 00:00:00+00:00,33,11,45,29
2024-01-22 00:00:00+00:00,13,9,84,41
2024-01-23 00:00:00+00:00,118,24,67,36
2024-01-24 00:00:00+00:00,53,12,58,30
2024-01-25 00:00:00+00:00,44,9,151,32
2024-01-26 00:00:00+00:00,48,18,48,26
2024-01-27 00:00:00+00:00,64,9,37,25
2024-01-28 00:00:00+00:00,26,4,72,30
2024-01-29 00:00:00+00:00,99,14,49,38
2024-01-30 00:00:00+00:00,273,69,47,32
2024-01-31 00:00:00+00:00,54,7,61,47
2024-02-01 00:00:00+00:00,4,3,53,37
2024-02-02 00:00:00+00:00,20,10,31,19
2024-02-03 00:00:00+00:00,5,4,32,25
