referrer,views_total,views_unique
github.com,85,47
instill.tech,82,4
Google,54,24
com.google.android.gm,18,16
statics.teams.cdn.office.net,7,3
medium.com,5,1
indiehackers.com,2,1
mail.rambler.ru,1,1
m.facebook.com,1,1
patreon.com,1,1
