referrer,views_total,views_unique
github.com,65,31
com.google.android.gm,44,28
mail.google.com,27,21
Google,26,14
instill.tech,6,3
blog.instill.tech,6,1
youtube.com,6,1
medium.com,5,3
mail.qq.com,4,4
intranet.younetco.com,4,2
