url_path,views_total,views_unique
/instill-ai/instill-core,460,283
/instill-ai/instill-core/tree/main/release-please,89,14
/instill-ai/instill-core/pulls,86,17
/instill-ai/instill-core/tree/main/charts/core,78,16
/instill-ai/instill-core/commits/main,57,7
/instill-ai/instill-core/tree/main/model-hub,39,13
/instill-ai/instill-core/blob/main/charts/core/values.yaml,38,3
/instill-ai/instill-core/tree/main/configs,31,10
/instill-ai/instill-core/tree/main/charts/core/templates,29,6
/instill-ai/instill-core/tree/main,28,11
