referrer,views_total,views_unique
github.com,220,110
mail.google.com,105,68
com.google.android.gm,103,66
Google,60,31
mail.qq.com,35,30
news.ycombinator.com,24,22
intranet.younetco.com,20,1
mail.163.com,10,5
instill.tech,4,2
t.co,3,2
