referrer,views_total,views_unique
github.com,143,65
t.co,32,9
forms.clickup.com,32,9
Google,28,16
linkedin.com,26,13
facebook.com,20,18
l.facebook.com,13,6
m.facebook.com,8,7
com.google.android.gm,8,6
com.linkedin.android,5,4
