referrer,views_total,views_unique
github.com,161,55
Google,32,13
app.eraser.io,24,1
instill.tech,21,5
forms.clickup.com,19,8
t.co,9,3
l.facebook.com,5,1
facebook.com,3,3
linkedin.com,3,1
com.linkedin.android,1,1
