referrer,views_total,views_unique
github.com,148,44
Google,53,16
forms.clickup.com,22,8
instill.tech,19,7
facebook.com,14,14
Bing,7,1
linkedin.com,1,1
yandex.ru,1,1
jaimevalero.github.io,1,1
m.facebook.com,1,1
