time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-06 00:00:00+00:00,166,44,23,9
2023-05-07 00:00:00+00:00,140,61,58,10
2023-05-08 00:00:00+00:00,238,87,79,20
2023-05-09 00:00:00+00:00,379,141,204,17
2023-05-10 00:00:00+00:00,233,59,73,20
2023-05-11 00:00:00+00:00,446,65,73,13
2023-05-12 00:00:00+00:00,238,103,31,16
2023-05-13 00:00:00+00:00,90,60,79,44
2023-05-14 00:00:00+00:00,124,71,26,19
2023-05-15 00:00:00+00:00,155,58,64,22
2023-05-16 00:00:00+00:00,63,49,50,12
2023-05-17 00:00:00+00:00,76,43,88,22
2023-05-18 00:00:00+00:00,109,49,50,19
2023-05-19 00:00:00+00:00,109,39,21,15
