referrer,views_total,views_unique
github.com,147,65
Google,75,30
m.facebook.com,69,49
com.google.android.gm,61,46
l.facebook.com,37,27
mail.google.com,34,25
forms.clickup.com,25,12
lm.facebook.com,25,11
instill.tech,22,11
mail.qq.com,17,11
